Year,State,Total Population,Poverty,Median Age,Unemployed Civilians,Median Household Income,Per Capita Income,% in Poverty,% in Unemployed
2018,New Mexico,2092434,410389,37.5,68370,48059,26085,19.61,3.27
2018,New York,19618453,2797985,38.7,602636,65323,37470,14.26,3.07
2018,North Carolina,10155624,1523949,38.6,312610,52413,29456,15.01,3.08
2018,North Dakota,752201,79270,35.1,11689,63473,35373,10.54,1.55
2018,Ohio,11641879,1645986,39.3,343232,54533,30304,14.14,2.95
2018,Oklahoma,3918137,607810,36.4,99087,51424,27432,15.51,2.53
2018,Oregon,4081943,565247,39.2,123485,59393,32045,13.85,3.03
2018,Pennsylvania,12791181,1578949,40.7,379765,59445,32889,12.34,2.97
2018,Rhode Island,1056611,133055,39.9,34479,63296,34619,12.59,3.26
2018,South Carolina,4955925,770632,39.2,153242,51015,27986,15.55,3.09
2018,South Dakota,864289,113144,36.8,16252,56499,29801,13.09,1.88
2018,Tennessee,6651089,1046508,38.7,191544,50972,28511,15.73,2.88
2018,Texas,27885195,4213938,34.4,743006,59570,30143,15.11,2.66
2018,Utah,3045350,309904,30.7,58958,68374,28239,10.18,1.94
2018,Vermont,624977,67034,42.9,13878,60076,33238,10.73,2.22
2018,Virginia,8413774,893580,38.1,217670,71564,37763,10.62,2.59
2018,Washington,7294336,821621,37.6,198330,70116,36888,11.26,2.72
2018,West Virginia,1829054,315464,42.4,53750,44921,25479,17.25,2.94
2018,Wisconsin,5778394,668220,39.3,124792,59209,32018,11.56,2.16
2018,Wyoming,581836,63311,37.3,13685,62268,32295,10.88,2.35
2019,Alabama,4876250,795989,39.0,132095,50536,27928,16.32,2.71
2019,Alaska,737068,76933,34.3,26808,77640,36787,10.44,3.64
2019,Arizona,7050299,1043764,37.7,195905,58945,30694,14.8,2.78
2019,Arkansas,2999370,496260,38.1,70481,47597,26577,16.55,2.35
2019,California,39283497,5149742,36.5,1199233,75235,36955,13.11,3.05
2019,Colorado,5610349,565873,36.7,131371,72331,38226,10.09,2.34
2019,Connecticut,3575074,344146,41.0,116456,78444,44496,9.63,3.26
2019,Delaware,957248,109400,40.6,26481,68287,35450,11.43,2.77
2019,Florida,20901636,2870487,42.0,561448,55660,31619,13.73,2.69
2019,Georgia,10403847,1528558,36.7,290560,58700,31067,14.69,2.79
2019,Hawaii,1422094,130649,39.1,30269,81275,35567,9.19,2.13
2019,Idaho,1717750,221256,36.4,35879,55785,27970,12.88,2.09
2019,Illinois,12770631,1557873,38.1,394981,65886,36038,12.2,3.09
2019,Indiana,6665703,867996,37.7,161351,56303,29777,13.02,2.42
2019,Iowa,3139508,348122,38.2,62573,60523,32176,11.09,1.99
2019,Kansas,2910652,337739,36.7,61002,59597,31814,11.6,2.1
2019,Kentucky,4449052,747010,38.9,116945,50589,28178,16.79,2.63
2019,Louisiana,4664362,871467,36.9,141020,49469,27923,18.68,3.02
2019,Maine,1335492,153131,44.7,28922,57918,32637,11.47,2.17
2019,Maryland,6018848,539991,38.7,164396,84805,42122,8.97,2.73
2019,Massachusetts,6850553,680962,39.5,183355,81215,43761,9.94,2.68
2019,Michigan,9965265,1398527,39.7,293894,57144,31713,14.03,2.95
2019,Minnesota,5563378,526065,38.0,111115,71306,37625,9.46,2.0
2019,Mississippi,2984418,585786,37.5,99733,45081,24369,19.63,3.34
2019,Missouri,6104910,810045,38.6,139789,55461,30810,13.27,2.29
2019,Montana,1050649,134605,39.9,21513,54970,31151,12.81,2.05
2019,Nebraska,1914571,206579,36.5,34535,61439,32302,10.79,1.8
2019,Nevada,2972382,384690,38.0,92426,60365,31557,12.94,3.11
2019,New Hampshire,1348124,98682,42.9,27430,76768,40003,7.32,2.03
2019,New Jersey,8878503,869081,39.9,258093,82545,42745,9.79,2.91
2019,New Mexico,2092454,392065,37.8,63458,49754,27230,18.74,3.03
2019,New York,19572319,2681277,38.8,547509,68486,39326,13.7,2.8
2019,North Carolina,10264876,1467591,38.7,281344,54602,30783,14.3,2.74
2019,North Dakota,756717,78198,35.1,11406,64894,36062,10.33,1.51
2019,Ohio,11655397,1588343,39.4,314483,56602,31552,13.63,2.7
2019,Oklahoma,3932870,598373,36.6,94834,52919,28422,15.21,2.41
2019,Oregon,4129803,533527,39.3,114559,62818,33763,12.92,2.77
2019,Pennsylvania,12791530,1539183,40.8,347378,61744,34352,12.03,2.72
2019,Rhode Island,1057231,125826,39.9,30455,67167,36121,11.9,2.88
2019,South Carolina,5020806,741650,39.4,139526,53199,29426,14.77,2.78
2019,South Dakota,870638,110553,37.0,15736,58275,30773,12.7,1.81
2019,Tennessee,6709356,996930,38.7,172799,53320,29859,14.86,2.58
2019,Texas,28260856,4072194,34.6,708827,61874,31277,14.41,2.51
2019,Utah,3096848,298537,30.8,55539,71621,29775,9.64,1.79
2019,Vermont,624313,65652,42.9,12323,61973,34577,10.52,1.97
2019,Virginia,8454463,865691,38.2,200850,74222,39278,10.24,2.38
2019,Washington,7404107,785244,37.7,187330,73775,38915,10.61,2.53
2019,West Virginia,1817305,310044,42.5,51910,46711,26480,17.06,2.86
2019,Wisconsin,5790716,639160,39.5,111564,61747,33375,11.04,1.93
2019,Wyoming,581024,62257,37.7,13544,64049,33366,10.72,2.33
